FULL ADDRESS,PURCHASE DATE,PURCHASE PRICE,SOLD DATE,SOLD PRICE,PRICE CHANGE,PERIOD,DAILY PRICE CHANGE,PRICE CHANGE %,PURCHASE DATE SU,PURCHASE PRICE SU,SOLD DATE SU
"230 WEST 56 STREET, PH-A",2003-09-03,3207488,2004-11-23,4250000,1042512,447,2332.241610738255,32.502444280383905,-1.379172485333827,1.8532537192569203,-2.3055188627532046
"51 WALKER STREET, 3A",2007-02-15,1070156,2007-06-15,1350000,279844,120,2332.0333333333333,26.14983236088944,-0.24664361400704776,-0.21776246339697358,-1.623621094321906
"99 JANE STREET, 9C",2008-07-10,4495000,2014-02-14,9250000,4755000,2045,2325.1833740831294,105.78420467185762,0.21229552417533457,3.1008175920483634,0.15486173640469303
"30 LITTLE WEST STREET, 30A",2016-08-15,1550000,2018-04-11,2950000,1400000,604,2317.880794701987,90.32258064516128,2.8689334316968353,0.24719323330778498,1.2623980476576695
"230 WEST 56 STREET, 68D",2003-07-11,2998746,2004-09-15,4000000,1001254,432,2317.7175925925926,33.389089972942024,-1.4276709461202235,1.6509884371203412,-2.355894607958515
"120 11TH   AVENUE, 4B",2011-04-06,3512962,2015-08-24,7200000,3687038,1601,2302.9594003747657,104.95524859079033,1.1104151683678636,2.14924966063618,0.5607880311025539
"400 EAST 51 STREET, 22A",2003-06-17,3371020,2005-11-15,5400000,2028980,882,2300.4308390022675,60.18890424856571,-1.4492258175808441,2.011711749353207,-2.0448791375605135
"25 COLUMBUS CIRCLE, ST53D",2003-12-05,3926699,2007-08-06,7000000,3073301,1340,2293.508208955224,78.26678337198751,-1.2956473584239216,2.5501494845113077,-1.5856567646019624
"21 ASTOR PLACE, 7E",2004-04-23,3003838,2008-04-01,6300000,3296162,1439,2290.5920778318277,109.73168326654101,-1.1699106082369677,1.6559224456890023,-1.4111668645429898
"65 WEST 13 STREET, 10G",2003-03-10,1403149,2004-11-09,2800000,1396851,610,2289.9196721311478,99.5511524435395,-1.5381396623559045,0.10489863544516609,-2.3157400284470357
"230 WEST 56 STREET, 57D",2003-05-14,1512101,2003-10-31,1900000,387899,170,2281.758823529412,25.652982175132482,-1.47976188548339,0.2104701400745391,-2.5895212523889386
"70 BATTERY PLACE, 22C",2012-08-30,1397548,2013-09-09,2250000,852452,375,2273.2053333333333,60.996259162475994,1.5702524261944384,0.09947141981416237,0.039508580717171414
"250 WEST STREET, 8H",2013-03-21,2723818,2015-09-01,4750000,2026182,894,2266.422818791946,74.38756921350839,1.7525707139655218,1.3845907333173428,0.5666286972133145
"188 EAST 64TH STREET, 3803",2006-01-06,1600000,2006-09-28,2200000,600000,265,2264.1509433962265,37.5,-0.6103820699050221,0.29564186418623284,-1.8134427429216253
"59 WEST 12TH   STREET, 2E",2007-09-10,2000000,2008-03-05,2400000,400000,177,2259.8870056497176,20.0,-0.06073284765919426,0.6832309112138156,-1.4308791126668068
"238 EAST 4TH   STREET, -",2010-08-24,3027375,2015-06-15,6995000,3967625,1756,2259.467539863326,131.0582600437673,0.9083382484245446,1.6787291541887228,0.5096822026333988
"30 WEST 63RD   STREET, 7K",2010-03-16,1008067,2010-12-03,1600000,591933,262,2259.2862595419847,58.719608914883636,0.7637409857095474,-0.27792500424921257,-0.6986055990301979
"721 5 AVENUE, 50H",2012-05-31,1680112,2013-05-07,2450000,769888,341,2257.7360703812315,45.82361175921606,1.4885235385729183,0.3732681985249171,-0.05175182726346278
"2211 BROADWAY, 7A",2013-01-04,4022087,2014-01-06,4850000,827913,367,2255.893732970027,20.58416439027798,1.6843136210068896,2.642577844555975,0.12638848911473516
"220, 16D",2003-04-29,603250,2003-08-06,825000,221750,99,2239.89898989899,36.75922088686283,-1.493233680146278,-0.670181592375625,-2.6523084130796146
"845 UNITED NATIONS PLAZA, 64E",2007-05-30,2998000,2008-08-01,3950000,952000,429,2219.114219114219,31.754503002001332,-0.15323917101102474,1.6502655835476348,-1.3220967063538906
"245 EAST 93 STREET, 30G",2005-11-21,675000,2007-02-28,1700000,1025000,464,2209.051724137931,151.85185185185185,-0.6516955735378783,-0.6006578070650523,-1.701740003553329
"99 JOHN STREET, PH10",2012-04-24,2550000,2014-09-29,4500000,1950000,888,2195.945945945946,76.47058823529412,1.4552931117377947,1.216165850876742,0.32059063729752474
"350 EAST 82ND   STREET, 9D",2013-12-31,1150000,2016-02-24,2870000,1720000,785,2191.082802547771,149.56521739130434,2.008534812560393,-0.14039581371979779,0.6951233516500475
"144 WEST 18 STREET, 300W",2003-09-11,1560142,2004-09-29,2400000,839858,384,2187.1302083333335,53.8321511759827,-1.3719875281802867,0.25702055359516934,-2.3456734422646837
"1 MORTON SQUARE, 4G W",2004-10-26,992868,2005-10-28,1795000,802132,367,2185.6457765667574,80.78938992897345,-1.0028603544171573,-0.29265241906364314,-2.058020636309725
"519 WEST 23RD STREET, R3",2007-10-19,1781937,2008-04-16,2175000,393063,180,2183.6833333333334,22.058187242309913,-0.02570618153568563,0.47193383530887617,-1.4002156155853136
"900 PARK AVENUE, 27A",2004-06-21,1800000,2005-06-23,2600000,800000,367,2179.8365122615805,44.44444444444444,-1.1169215492296085,0.48943638770002423,-2.1507412108180493
"15 BROAD STREET, 2028",2006-10-16,493851,2007-02-22,775000,281149,129,2179.4496124031007,56.92992420790887,-0.3562142105985363,-0.7761862277650513,-1.7061205031363995
"106 CENTRAL PARK SOUTH, 3D",2012-09-07,1625000,2014-10-17,3295000,1670000,770,2168.8311688311687,102.76923076923077,1.5774373833479787,0.31986617962545677,0.33373213604673607
"222 WEST 14TH   STREET, 7D",2017-06-15,555000,2017-10-13,815000,260000,120,2166.6666666666665,46.846846846846844,3.1419618035313643,-0.7169345211733271,1.1309830601655564
"7 EAST 20TH STREET, 7R",2013-08-07,2414000,2015-08-10,4000000,1586000,733,2163.7107776261937,65.70008285004143,1.8774093445082833,1.0843855748873639,0.5505668654087229
"120 RIVERSIDE BOULEVARD, 7S",2006-01-19,1304989,2006-06-15,1622000,317011,147,2156.5374149659865,24.29223541347858,-0.5987065145305192,0.009784283304597277,-1.890101485625358
"15 CENTRAL PARK WEST, 16L",2008-05-22,4734862,2013-11-06,9030000,4295138,1994,2154.0310932798393,90.71305562865402,0.16828766160990064,3.3332373020436887,0.08185341002018567
"225 5 AVENUE, 10K",2006-11-30,2667815,2007-06-19,3100000,432185,201,2150.1741293532336,16.19996139162573,-0.3157988266098725,1.3303253598156286,-1.6207007612665258
"28 EAST 10TH   STREET, 11E",2010-07-13,4100000,2013-03-07,6180000,2080000,968,2148.7603305785124,50.73170731707317,0.8706172233684584,2.7180734081086255,-0.09628690635801226
"10 WEST STREET, PH2B",2005-09-30,4250000,2007-01-09,5250000,1000000,466,2145.922746781116,23.52941176470588,-0.6983977950358898,2.8634193007439688,-1.7382441667455826
"200 CHAMBERS STREET, 22F",2008-07-14,2585000,2012-07-11,5700000,3115000,1458,2136.488340192044,120.50290135396517,0.21588800275210468,1.2500798924916554,-0.2707768064169848
"144 COLUMBUS AVENUE, 20C",2011-04-11,3650000,2013-05-23,5300000,1650000,773,2134.540750323415,45.20547945205479,1.1149057665888262,2.282035730202595,-0.0400704950419416
"215 EAST 80 STREET, 6H",2003-03-07,357334,2003-11-14,895000,537666,252,2133.595238095238,150.46595062322646,-1.5408340212884821,-0.9084674625977126,-2.5793000866951075
