SALE DATE,BLOCK,LOT,YEAR BUILT,ZIP CODE,SALE PRICE
2003-05-28,889,15,1957,10016,265000
2003-06-06,889,15,1957,10016,325000
2003-06-30,889,15,1957,10016,330000
2003-07-10,889,15,1957,10016,235000
2003-06-30,889,15,1957,10016,207500
2003-07-23,889,15,1957,10016,197000
2003-07-25,889,15,1957,10016,190000
2003-08-25,889,15,1957,10016,216000
2003-09-03,889,15,1957,10016,194000
2003-09-12,889,15,1957,10016,385000
2003-09-25,889,15,1957,10016,289000
2003-11-10,889,15,1957,10016,370000
2003-11-04,889,15,1957,10016,210000
2003-12-05,889,15,1957,10016,310000
2003-12-04,889,15,1957,10016,330000
2003-12-12,889,15,1957,10016,215000
2003-01-17,890,1,1953,10016,370000
2003-01-22,890,1,1953,10016,315000
2003-04-17,890,1,1953,10016,190000
2003-06-25,890,1,1953,10016,535000
2003-07-16,890,1,1953,10016,290000
2003-07-31,890,1,1953,10016,150000
2003-09-10,890,20,1969,10016,315000
2003-02-05,890,20,1969,10016,650000
2003-01-30,890,20,1969,10016,287500
2003-08-14,890,20,1969,10016,350000
2003-09-10,890,20,1969,10016,315000
2003-10-27,890,20,1969,10016,488000
2003-10-27,890,20,1969,10016,405000
2003-01-29,890,49,1957,10016,433272
2003-01-30,890,49,1957,10016,444303
2003-01-29,890,49,1957,10016,138690
2003-01-29,890,49,1957,10165,428647
2003-01-29,890,49,1957,10165,288725
2003-01-29,890,49,1957,10165,368328
2003-01-29,890,49,1957,10165,484628
2003-01-29,890,49,1957,10165,482708
2003-01-29,890,49,1957,10165,338086
2003-01-29,890,49,1957,10165,428509
2003-02-10,890,49,1957,10016,251500
2003-06-11,890,49,1957,10016,330000
2003-01-29,890,49,1957,10016,459949
2003-11-03,890,49,1957,10016,335000
2003-11-17,890,49,1957,10016,332000
2003-08-14,891,1,1890,10003,630000
2003-08-19,891,1,1890,10016,1267500
2003-02-11,891,3,1955,10016,197000
2003-02-10,891,3,1955,10016,375000
2003-02-10,891,3,1955,10016,405000
2003-05-20,891,3,1955,10016,422500
2003-06-13,891,3,1955,10016,215000
2003-08-06,891,3,1955,10016,263000
2003-10-29,891,3,1955,10016,507000
2003-11-25,891,3,1955,10016,460000
2003-12-17,891,3,1955,10016,900000
2003-05-21,891,23,1924,10016,590000
2003-09-23,891,23,1924,10016,578000
2003-09-23,891,23,1924,10016,578000
2003-11-06,891,23,1924,10016,495000
2003-07-01,891,59,1916,10016,530000
2003-08-18,891,62,1916,10016,725000
2003-10-10,891,62,1916,10016,545000
2003-01-28,891,66,1924,10016,385000
2003-04-14,891,66,1924,10016,225000
2003-04-08,891,66,1924,10016,382500
2003-04-28,891,66,1924,10016,380000
2003-06-18,891,77,1957,10016,599000
2003-06-18,891,77,1957,10016,599000
2003-07-23,891,77,1957,10016,332500
2003-08-26,891,77,1957,10016,325000
2003-09-29,891,77,1957,10016,630000
2003-12-18,891,77,1957,10016,335000
2003-01-22,891,83,1958,10016,1595812
2003-07-25,892,5,1925,10016,850000
2003-09-30,892,7,1910,10016,291000
2003-10-01,892,20,1955,10016,255000
2003-05-28,892,20,1955,10016,242000
2003-07-28,892,20,1955,10016,199000
2003-08-26,892,20,1955,10016,460000
2003-10-24,892,20,1955,10016,185000
2003-04-30,892,25,1966,10016,575000
2003-07-28,892,25,1966,10016,715000
2003-09-02,892,25,1966,10016,250000
2003-09-19,892,25,1966,10016,312500
2003-08-29,892,25,1966,10016,395000
2003-10-08,892,25,1966,10016,331000
2003-10-10,892,25,1966,10016,332500
2003-12-17,892,25,1966,10016,247000
2003-06-05,892,80,1938,10016,199000
2003-08-12,893,2,1923,10016,610000
2003-01-07,893,14,1954,10016,144400
2003-02-07,893,14,1954,10016,182500
2003-03-18,893,14,1954,10016,143500
2003-04-17,893,14,1954,10016,127500
2003-05-06,893,14,1954,10016,150000
2003-06-05,893,14,1954,10016,152000
2003-06-02,893,17,1940,10016,250000
2003-06-18,893,17,1940,10016,210000
2003-07-29,893,17,1940,10016,350000
2003-08-21,893,17,1940,10016,185000
2003-10-03,893,17,1940,10016,438000
2003-10-09,893,17,1940,10016,223000
2003-04-04,893,20,1959,10016,395460
2003-07-25,893,20,1959,10016,269000
2003-08-21,893,20,1959,10017,246000
2003-08-18,893,20,1959,10016,389000
2003-09-17,893,20,1959,10016,320000
2003-10-08,893,20,1959,10016,389000
2003-12-09,893,20,1959,10016,387000
2003-02-26,893,41,1975,10016,525000
2003-01-02,893,41,1975,10016,350129
2003-02-25,893,41,1975,10016,327000
2003-06-16,893,41,1975,10016,365000
2003-06-23,893,41,1975,10016,299000
2003-06-24,893,41,1975,10016,720000
2003-07-01,893,41,1975,10016,6063350
2003-05-21,893,41,1975,10017,560000
2003-06-19,893,41,1975,10016,375000
2003-08-04,893,41,1975,10016,750000
2003-09-10,893,41,1975,10016,390000
2003-09-04,893,41,1975,10016,630000
2003-10-29,893,41,1975,10016,710000
2003-10-29,893,41,1975,10016,720000
2003-11-10,893,41,1975,10016,720000
2003-11-10,893,41,1975,10016,715000
2003-06-25,894,1,1922,10016,640000
2003-09-22,894,1,1922,10016,365000
2003-03-21,894,6,1924,10016,1220519
2003-10-07,894,6,1924,10016,37000
2003-11-10,894,6,1924,10016,176636
2003-08-12,894,8,1920,10016,415000
2003-09-30,895,31,1930,10016,475000
2003-01-03,895,66,1931,10016,240000
2003-05-23,895,66,1931,10016,240000
2003-06-17,895,66,1931,10016,250000
2003-07-07,895,66,1931,10016,220000
2003-08-20,895,66,1931,10016,146000
2003-08-11,895,66,1931,10016,154000
2003-12-04,895,66,1931,10016,179000
2003-12-05,895,66,1931,10017,157000
2003-10-30,909,1,1964,10016,425000
2003-05-19,909,1,1964,10016,190000
2003-05-14,909,1,1964,10016,295000
2003-05-27,909,1,1964,10016,530000
2003-06-26,909,1,1964,10016,450000
2003-07-31,909,1,1964,10016,195000
2003-08-26,909,1,1964,10016,320000
2003-10-29,909,1,1964,10016,439500
2003-11-18,909,1,1964,10016,749000
2003-08-21,909,1,1964,10016,435000
2003-02-20,909,15,1962,10016,267500
2003-06-26,909,15,1962,10016,118000
2003-10-21,909,15,1962,10016,240000
2003-12-01,909,15,1962,10016,148000
2003-12-17,910,12,1936,10016,388000
2003-01-14,910,14,1940,10016,140000
2003-02-03,910,14,1940,10016,130000
2003-02-24,910,14,1940,10016,150000
2003-07-29,910,14,1940,10016,242000
2003-05-21,910,14,1940,10016,130000
2003-07-30,910,14,1940,10016,130000
2003-02-10,910,39,1900,10016,230000
2003-08-06,910,39,1900,10016,405000
2003-08-19,910,41,1935,10016,33182
2003-06-30,913,28,1964,10016,240000
2003-01-03,913,28,1964,10016,415000
2003-03-07,913,28,1964,10016,420000
2003-03-18,913,28,1964,10016,253500
2003-06-24,913,28,1964,10016,402500
2003-06-30,913,28,1964,10016,240000
2003-03-06,915,38,1955,10016,240000
2003-02-28,915,38,1955,10016,269000
2003-06-17,915,38,1955,10016,300000
2003-07-29,915,38,1955,10016,320000
2003-08-14,915,38,1955,10016,361000
2003-09-03,915,38,1955,10016,277000
2003-09-16,915,38,1955,10016,168000
2003-10-15,915,38,1955,10016,159000
2003-11-20,915,38,1955,10001,250000
2003-02-25,915,46,1942,10016,320000
2003-01-22,916,9,1929,10016,220000
2003-05-23,916,9,1929,10016,299000
2003-09-18,916,9,1929,10016,150000
2003-12-16,916,9,1929,10016,205000
2003-12-19,916,9,1929,10016,423500
2003-01-06,916,23,1963,10016,260000
2003-02-11,916,23,1963,10016,390000
2003-10-29,916,23,1963,10016,195000
2003-06-12,916,23,1963,10016,130000
2003-07-21,916,23,1963,10011,305000
2003-07-25,916,23,1963,10016,245000
2003-09-10,916,23,1963,10016,365000
2003-02-27,916,55,1960,10016,208000
2003-03-19,916,55,1960,10016,331000
2003-03-21,916,55,1960,10016,200000
2003-04-23,916,55,1960,10016,175000
2003-08-21,916,55,1960,10016,210000
2003-09-16,916,55,1960,10016,170000
2003-10-27,916,55,1960,10016,170000
2003-08-19,916,61,1955,10016,415000
2003-01-13,916,61,1955,10016,2391024
2003-02-04,916,61,1955,10016,190000
2003-02-24,916,61,1955,10016,386084
2003-03-10,916,61,1955,10016,185000
2003-03-24,916,61,1955,10016,407000
2003-03-26,916,61,1955,10016,410000
2003-04-21,916,61,1955,10016,540000
2003-07-01,916,61,1955,10016,329550
2003-08-19,916,61,1955,10016,415000
2003-09-10,916,61,1955,10016,185000
2003-11-12,916,61,1955,10011,215000
2003-12-15,916,61,1955,10016,337000
2003-12-15,916,61,1955,10016,337000
2003-01-15,917,17,1963,10016,195000
2003-02-03,917,17,1963,10016,192000
2003-02-20,917,17,1963,10016,520000
2003-03-25,917,17,1963,10016,475000
2003-03-19,917,17,1963,10016,152000
2003-04-09,917,17,1963,10016,198000
2003-06-26,917,17,1963,10016,215000
2003-05-05,917,17,1963,10016,145000
2003-06-30,917,17,1963,10016,202500
2003-07-01,917,17,1963,10016,192000
2003-09-18,917,17,1963,10016,160000
2003-10-09,917,17,1963,10016,148500
2003-10-07,917,17,1963,10016,153000
2003-10-22,917,17,1963,10016,525000
2003-10-17,917,17,1963,10016,640000
2003-11-04,917,17,1963,10016,155000
2003-11-19,917,17,1963,10016,140000
2003-11-03,917,17,1963,10016,395000
2003-04-29,918,1,1960,10016,397500
2003-05-01,918,1,1960,10016,225000
2003-05-20,918,1,1960,10016,655000
2003-02-12,918,25,1942,10016,269000
2003-04-03,918,25,1942,10016,275000
2003-11-20,918,25,1942,10016,375000
2003-12-18,918,25,1942,10016,275000
2003-01-07,918,35,1955,10016,210000
2003-04-15,867,1003,0,10016,655000
2003-06-06,867,1005,0,10016,750000
2003-09-16,867,1007,0,10016,711757
2003-09-30,868,1011,0,10016,420000
2003-09-25,868,1013,0,10016,295000
2003-11-25,868,1015,0,10016,470000
2003-02-03,868,1015,0,10016,639000
2003-12-23,868,1018,0,10016,310000
2003-05-01,868,1021,0,10016,530000
2003-11-20,868,1025,0,10016,460000
2003-06-19,868,1029,0,10016,310000
2003-05-29,868,1034,0,10016,285000
2003-02-03,868,1035,0,10016,639000
2003-03-27,868,1038,0,10016,100000
2003-10-24,868,1045,0,10016,460000
2003-12-03,868,1047,0,10016,285000
2003-12-04,868,1067,0,10016,275000
2003-10-17,868,1073,0,10016,280000
2003-02-21,868,1078,0,10016,290000
2003-04-21,868,1094,0,10016,285000
2003-06-30,868,1101,0,10016,353000
2003-02-03,868,1114,0,10016,639000
2003-09-12,868,1217,1956,10016,350000
2003-05-15,868,1219,1956,10016,466465
2003-06-30,868,1231,1956,10016,295000
2003-09-25,868,1264,1956,10016,315000
2003-09-04,868,1274,1956,10016,569202
2003-06-27,868,1275,1956,10016,615000
2003-09-26,868,1313,1956,10016,620000
2003-09-18,868,1322,1956,10016,485000
2003-09-26,868,1349,1956,10016,465000
2003-03-14,868,1361,1956,10016,315000
2003-06-13,868,1384,1956,10016,473290
2003-06-20,868,1388,1956,10016,349000
2003-04-23,868,1390,1956,10016,492500
2003-12-17,868,1395,1956,10016,850000
2003-06-24,868,1404,1956,10016,490000
2003-12-29,868,1564,0,10016,554946
2003-09-18,869,1010,1985,10016,490000
2003-04-29,869,1014,0,10016,280000
2003-08-28,869,1027,0,10016,410000
2003-02-03,869,1039,0,10016,349000
2003-09-25,869,1055,0,10016,425000
2003-07-23,869,1071,0,10016,650000
2003-07-28,869,1077,0,10016,430000
2003-03-24,869,1078,0,10016,410000
2003-03-07,869,1081,1986,10016,292500
2003-05-05,869,1086,0,10016,640000
2003-07-07,869,1092,0,10016,435000
2003-02-13,869,1092,0,10016,360000
2003-09-10,869,1094,0,10016,660000
2003-09-25,869,1104,0,10016,425000
2003-10-15,869,1126,0,10016,327000
2003-08-28,869,1129,0,10016,435000
2003-08-13,869,1133,0,10016,316500
2003-01-06,869,1136,0,10016,432000
2003-07-24,869,1139,0,10016,690500
2003-10-21,869,1143,0,10016,380000
2003-11-26,869,1169,0,10016,695000
2003-11-20,869,1183,0,10016,1400000
2003-08-04,886,1002,0,10016,940000
2003-09-10,886,1105,1985,10016,338400
2003-06-20,886,1112,1985,10016,250000
2003-05-21,886,1115,1985,10016,425000
2003-02-26,886,1146,1985,10016,425000
2003-05-20,886,1213,0,10016,419000
2003-01-10,886,1215,0,10016,586000
2003-01-03,886,1221,0,10016,402000
2003-05-08,886,1245,0,10016,480000
2003-08-20,886,1246,0,10016,417000
2003-07-11,886,1249,0,10016,1150000
2003-12-11,886,1260,0,10016,550000
2003-02-25,886,1265,0,10016,605000
2003-02-04,888,1018,1988,10016,310000
2003-01-21,888,1022,1988,10016,279000
2003-05-15,888,1032,1988,10016,275000
2003-04-21,888,1035,1988,10016,330000
2003-11-19,888,1036,1988,10016,307490
2003-02-05,888,1039,1988,10016,335000
2003-12-16,888,1044,1988,10016,359000
2003-09-29,888,1050,1988,10016,605000
2003-06-26,888,1070,1988,10016,640000
2003-02-13,890,1009,1964,10016,200000
2003-03-21,890,1066,1964,10016,50000
2003-05-02,890,1113,1964,10016,300000
2003-11-07,890,1137,1964,10016,512500
2003-08-11,890,1186,1964,10016,315000
2003-09-19,890,1188,1964,10016,500000
2003-01-13,890,1205,1964,10016,250000
2003-12-19,890,1253,1964,10016,325000
2003-03-20,890,1280,1964,10016,698250
2003-03-20,890,1281,1964,10016,698250
2003-09-19,890,1282,1964,10016,290000
2003-04-18,890,1310,1964,10016,530000
2003-01-07,890,1320,1964,10016,530000
2003-08-06,890,1321,1964,10016,350000
2003-01-23,890,1336,1964,10016,325000
2003-08-06,890,1407,2001,10016,585000
2003-11-21,892,1009,1963,10016,240500
2003-09-29,892,1045,1963,10016,244000
2003-05-22,892,1060,1963,10016,265000
2003-09-15,894,205,1924,10016,1145000
2003-07-29,894,207,1924,10016,685000
2003-03-11,894,503,1924,10016,642000
2003-02-05,894,804,1924,10016,955000
2003-07-22,894,807,1924,10016,645000
2003-04-23,894,1105,1924,10016,1290000
2003-04-18,894,1405,1924,10016,1350000
2003-10-16,894,1603,1924,10016,650000
2003-09-09,894,1723,0,10016,330000
2003-08-14,894,1749,0,10016,157500
2003-10-10,894,1752,1960,10016,210000
2003-01-31,894,1773,1960,10016,712500
2003-11-12,894,1790,1960,10016,450000
2003-11-25,894,1802,1960,10016,260000
2003-05-01,894,1820,1960,10016,985000
2003-09-24,894,1848,1960,10016,250000
2003-12-22,894,1873,1960,10016,645000
2003-09-18,894,1884,1960,10016,650000
2003-07-03,894,1946,0,10016,1120075
2003-11-07,910,1003,0,10016,496860
2003-10-23,910,1004,0,10016,299130
2003-10-14,910,1005,0,10016,420810
2003-11-07,910,1007,0,10016,456300
2003-09-30,910,1009,0,10016,477594
2003-10-22,910,1010,0,10016,305214
2003-11-04,910,1011,0,10016,433992
2003-12-02,910,1012,0,10016,461370
2003-11-21,910,1013,0,10016,373152
2003-09-18,910,1014,0,10016,307242
2003-09-19,910,1016,0,10016,500916
2003-10-10,910,1017,0,10016,313326
2003-10-24,910,1018,0,10016,432978
2003-12-03,910,1019,0,10016,473538
2003-11-10,910,1020,0,10016,385320
2003-10-02,910,1021,0,10016,308256
2003-09-22,910,1023,0,10016,522362
2003-10-20,910,1024,0,10016,316368
2003-10-15,910,1025,0,10016,439062
2003-11-03,910,1026,0,10016,293046
2003-10-21,910,1027,0,10016,415000
2003-11-13,910,1028,0,10016,491790
2003-10-24,910,1029,0,10016,288990
2003-11-13,910,1030,0,10016,478608
2003-11-18,910,1032,0,10016,571789
2003-12-01,910,1033,0,10016,325494
2003-11-18,910,1034,0,10016,497924
2003-10-10,910,1035,0,10016,314340
2003-11-20,910,1037,0,10016,515235
2003-09-25,910,1038,0,10016,303186
2003-09-23,910,1039,0,10016,491790
2003-11-17,910,1040,0,10016,784053
2003-10-01,910,1041,0,10016,546800
2003-11-14,910,1042,0,10016,334620
2003-10-21,910,1043,0,10016,482664
2003-11-03,910,1044,0,10016,305214
2003-11-28,910,1045,0,10016,441090
2003-09-29,910,1046,0,10016,512180
2003-11-06,910,1047,0,10016,307242
2003-10-03,910,1048,0,10016,519308
2003-12-19,910,1049,0,10016,794235
2003-09-24,910,1050,0,10016,558001
2003-11-25,910,1051,0,10016,347802
2003-09-19,910,1052,0,10016,488748
2003-11-10,910,1053,0,10016,323466
2003-10-01,910,1054,0,10016,468468
2003-11-24,910,1055,0,10016,533563
2003-10-23,910,1056,0,10016,318396
2003-10-28,910,1057,0,10016,517271
2003-11-06,910,1058,0,10016,814600
2003-10-21,910,1059,0,10016,571238
2003-10-15,910,1060,0,10016,343746
2003-10-15,910,1061,0,10016,493818
2003-10-17,910,1062,0,10016,325494
2003-09-26,910,1063,0,10016,465426
2003-09-19,910,1064,0,10016,542727
2003-10-20,910,1065,0,10016,319410
2003-09-22,910,1066,0,10016,527504
2003-09-26,910,1070,0,10016,916425
2003-11-12,910,1072,0,10016,916425
2003-11-05,910,1074,0,10016,926608
2003-09-11,910,1078,0,10016,936790
2003-12-18,910,1080,0,10016,1325000
2003-02-11,911,1003,1901,10016,710000
2003-03-07,911,1014,1901,10016,420000
2003-06-23,911,1015,1901,10016,570000
2003-07-31,911,1021,1901,10016,1100000
2003-07-22,911,1056,1983,10016,435000
2003-03-28,912,1111,0,10016,245000
2003-04-11,912,1112,0,10016,425000
2003-10-15,912,1117,0,10016,510000
2003-03-14,912,1126,0,10016,465000
2003-07-30,912,1134,0,10016,550000
2003-09-11,912,1145,0,10016,913000
2003-07-03,912,1164,0,10016,1060000
2003-07-18,912,1175,0,10016,649000
2003-11-10,912,1191,0,10016,685000
2003-06-26,912,1193,0,10016,685000
2003-04-21,912,1213,0,10016,172500
2003-12-03,912,1223,0,10016,900000
2003-07-28,912,1226,0,10016,890000
2003-04-18,912,1256,0,10016,675000
2003-09-16,912,1260,0,10016,710000
2003-08-25,917,1003,0,10016,592000
2003-10-27,917,1006,0,10016,255139
2003-09-17,917,1007,0,10016,280000
2003-11-13,917,1009,0,10016,400000
2003-06-20,917,1010,0,10016,640000
2003-12-11,917,1011,0,10016,440000
2003-06-02,917,1020,0,10016,120000
2003-12-17,917,1023,0,10016,435000
2003-03-12,917,1027,0,10016,387500
2003-07-23,917,1056,0,10016,267840
2003-10-02,917,1058,0,10016,425880
2003-05-01,917,1060,0,10016,435000
2003-05-14,917,1067,0,10016,410000
2003-05-28,917,1075,0,10016,385000
2003-04-15,917,1085,0,10016,590000
2003-12-09,917,1113,0,10016,965000
2003-04-10,920,1008,1988,10016,275000
2003-04-11,920,1015,1988,10016,278000
2003-09-18,920,1023,1988,10016,415000
2003-01-28,920,1044,1988,10016,346000
2003-04-24,920,1051,1988,10016,429500
2003-12-18,920,1052,1988,10016,485000
2003-01-15,920,1056,1988,10016,315000
2003-06-12,920,1062,1988,10016,340000
2003-08-19,920,1066,0,10016,570000
2003-09-08,920,1069,1988,10016,437500
2003-09-12,920,1096,1988,10016,665000
2003-01-10,920,1097,1988,10016,260000
2003-09-26,920,1104,1988,10016,340000
2003-06-12,920,1106,1988,10016,500000
2003-03-13,920,1117,1988,10016,460000
2003-12-01,920,1141,1988,10016,475000
2003-08-04,920,1146,1988,10016,355000
2003-10-08,920,1167,1988,10016,430000
2003-02-27,920,1177,1988,10016,482000
2003-10-28,920,1178,1988,10016,540000
2003-01-28,920,1181,1988,10016,285000
2003-10-23,920,1188,1988,10016,342500
2003-06-09,920,1201,1988,10016,555000
2003-03-17,920,1201,1988,10016,420000
2003-08-21,920,1207,1988,10016,550000
2003-02-28,920,1220,1988,10016,815000
2003-04-10,912,1005,1920,10016,150000
2003-02-14,864,1002,1938,10016,392396
2003-05-22,864,1002,1938,10016,470000
2003-05-30,864,1002,1938,10016,325000
2003-06-06,864,1002,1938,10016,369000
2003-08-27,864,1002,1938,10016,355351
2003-08-27,864,1002,1938,10016,100000
2003-12-02,864,1002,1938,10016,299000
2003-12-31,862,1031,1900,10016,600000
2003-05-28,862,1038,1900,10016,1680000
2003-05-28,862,1039,1900,10016,1680000
2003-05-09,894,1707,0,10016,538888
2003-01-15,894,1902,0,10016,346205
2003-10-31,594,76,0,10013,4750000
2003-07-21,489,11,1900,10012,125000
2003-09-10,489,17,1920,10012,11500000
2003-09-10,489,18,1900,10012,11500000
2003-09-10,503,41,1920,10012,11500000
2003-12-19,506,22,1900,10014,1860000
2003-10-03,515,13,1900,10012,3825000
2003-10-03,516,24,1900,10012,7012500
2003-04-10,597,50,1900,10014,3200000
2003-04-10,597,51,1900,10014,3200000
2003-04-30,501,33,1910,10012,7035000
2003-03-14,229,29,1900,10013,870000
2003-12-03,474,9,1902,10013,1210000
2003-11-19,475,7,1900,10013,197500
2003-09-30,482,13,1900,10012,1295000
2003-06-23,489,37,1920,10012,225000
2003-08-21,489,37,1920,10012,148000
2003-04-04,499,5,1920,10012,1300000
2003-05-28,499,5,1920,10012,1050000
2003-08-18,499,5,1920,10012,1550000
2003-11-25,499,17,1910,10012,1700000
2003-05-07,500,19,1900,10021,1700000
2003-06-16,500,19,1900,10012,1080000
2003-08-08,502,12,1900,10012,205000
2003-09-25,503,27,1920,10002,216000
2003-10-03,503,27,1920,10002,190000
2003-04-04,503,28,1900,10012,213000
2003-07-15,503,28,1900,10012,215000
2003-06-06,504,28,1920,10013,1045000
2003-01-28,516,1,1920,10012,360000
2003-03-11,516,1,1920,10013,350000
2003-07-28,516,1,1920,10013,370000
2003-07-25,516,1,1920,10012,369000
2003-11-06,517,5,1900,10012,205000
2003-10-07,517,9,1900,10012,350000
2003-10-01,519,56,1900,10014,495000
2003-08-08,520,85,1925,10014,327200
2003-07-28,595,41,1900,10013,1225000
2003-07-31,595,41,1900,10013,995000
2003-12-29,595,41,1900,10013,725000
2003-06-03,229,20,1920,10013,1500000
2003-10-07,229,22,1915,10013,1285000
2003-10-17,229,36,1915,10013,1825000
2003-03-31,231,3,1915,10012,1380000
2003-10-16,232,9,1900,10013,1312500
2003-04-01,232,12,1920,10013,1900000
2003-01-13,473,51,1900,10013,725000
2003-08-19,473,51,1900,10013,900000
2003-11-05,474,29,1900,10013,2600000
2003-12-11,474,29,1900,10012,1900000
2003-08-08,475,28,1900,10013,795000
2003-05-20,475,46,1900,10013,1750000
2003-06-02,475,56,1910,10013,1550000
2003-09-24,482,1,1900,0,950000
2003-06-02,482,3,1920,10013,1385000
2003-06-18,482,3,1920,10012,1250000
2003-06-23,482,41,1900,10012,1366000
2003-01-21,483,13,1900,10012,600000
2003-04-25,483,13,1900,10012,946000
2003-08-13,483,13,1900,10012,993000
2003-06-30,484,1,1880,0,1746000
2003-04-17,485,14,1910,10012,500000
2003-01-15,485,18,1920,10012,251876
2003-09-15,485,18,1920,10012,999000
2003-07-08,485,25,1920,10128,1150000
2003-11-03,485,25,1920,10012,995000
2003-06-26,486,9,1900,10012,2225000
2003-04-29,487,1,1918,10012,3500000
2003-06-11,487,30,1900,10012,1737500
2003-12-18,490,21,1900,0,1250000
2003-09-09,496,10,1910,10012,940000
2003-08-14,498,17,0,10012,999000
2003-06-24,498,17,0,10012,1235000
2003-07-01,498,18,1909,10012,1650000
2003-02-06,499,27,1900,10012,1200000
2003-06-24,501,28,1900,10012,750000
2003-10-03,501,28,1900,10012,1250000
2003-03-12,502,4,1900,10012,1929584
2003-06-30,504,14,1925,0,470000
2003-02-26,506,27,1966,10014,512500
2003-05-06,506,27,1966,10014,240000
2003-05-07,506,27,1966,10014,490000
2003-05-09,506,27,1966,10014,212000
2003-06-23,506,27,1966,10014,412000
2003-09-04,506,27,1966,10013,460000
2003-10-10,506,27,1966,10014,1300000
2003-11-21,506,27,1966,10014,550000
2003-08-06,506,27,1966,10014,290000
2003-12-01,513,3,1885,10012,975000
2003-12-10,513,3,1885,10012,460000
2003-02-19,514,37,1895,10028,1267500
2003-11-21,515,31,1910,10012,842000
2003-06-24,515,36,1910,10012,1050000
2003-07-17,516,7,1903,10012,900000
2003-02-20,516,26,1900,10012,1125000
2003-04-30,516,26,1900,10012,1385000
2003-06-03,516,30,1900,10012,1145000
2003-06-11,519,36,1963,10012,390000
2003-06-17,519,36,1963,10012,325000
2003-07-03,519,36,1963,10012,335000
2003-10-29,519,44,1930,10014,385000
2003-03-26,519,44,1930,10012,375000
2003-10-29,519,44,1930,10014,385000
2003-04-01,519,51,1910,10002,520000
2003-05-20,519,51,1910,10014,400000
2003-06-20,519,51,1910,10011,397000
2003-02-05,520,29,1962,10014,380000
2003-01-29,520,29,1962,10014,396000
2003-07-17,520,29,1962,10014,362272
2003-03-25,595,6,1920,10013,1175000
2003-02-26,595,16,1926,10013,1240000
2003-03-18,595,44,1900,10013,392500
2003-11-03,595,48,1920,10013,879070
2003-11-03,595,48,1920,10013,920930
2003-01-30,594,1103,0,10013,301500
2003-02-11,594,1106,0,10013,812080
2003-01-09,594,1107,0,10013,352745
2003-02-04,594,1110,0,10013,540410
2003-09-29,230,1209,0,10013,1727500
2003-12-16,474,1202,0,10013,2800000
2003-12-16,474,1203,0,10013,2850000
2003-04-03,474,1305,0,10013,1547740
2003-07-29,474,1306,0,10013,250000
2003-01-08,474,1307,0,10013,1400000
2003-09-23,474,1404,0,10013,250000
2003-07-25,474,1405,0,10013,250000
2003-02-14,474,1407,0,10013,1565000
2003-04-01,474,1411,0,10013,1781938
2003-11-24,474,1412,0,10013,500000
2003-09-05,485,1020,1871,10012,1450000
2003-04-08,488,1102,1920,10012,2240150
2003-04-29,488,1103,1920,10012,2291063
2003-04-14,488,1104,1920,10012,2201966
2003-03-28,488,1105,1920,10012,3462000
2003-01-28,498,1015,1900,10012,1310000
2003-05-09,499,1210,0,10012,1550000
2003-04-22,499,1216,0,10012,2750000
2003-11-26,500,1111,1900,10012,999000
2003-09-24,500,1113,1900,10012,960000
2003-02-19,500,1128,1900,10012,1660000
2003-05-29,500,1511,1879,10012,1816425
2003-07-23,500,1512,1879,10012,1934675
2003-01-07,500,1514,1879,10012,2571082
2003-09-15,501,1008,0,10012,775000
2003-08-20,501,1014,0,10012,1190000
2003-01-08,502,1018,1880,10012,575000
2003-09-11,502,1029,1880,10012,970000
2003-07-14,502,1034,1880,10012,1200000
2003-01-27,502,1036,1880,10012,1175000
2003-01-15,512,1115,0,10012,1074000
2003-08-18,512,1210,1900,10012,3300000
2003-09-17,512,1216,1900,10012,5750000
2003-02-27,520,1026,1886,10014,880000
2003-07-21,520,1037,1886,10014,1305000
2003-04-02,520,1038,1886,10014,1550000
2003-04-28,595,1112,0,10013,2525000
2003-11-06,595,1209,0,10013,1629200
2003-12-10,597,1104,0,10014,577014
2003-12-10,597,1110,0,10014,1654656
2003-12-10,597,1113,0,10014,1272813
2003-07-29,209,1104,0,10013,955000
2003-06-13,230,1304,0,10013,2225000
2003-10-08,476,1005,1950,10013,1600000
2003-08-19,476,1007,1950,10013,1675000
2003-12-16,483,1004,0,10012,925000
2003-10-10,489,1007,1999,10012,1500000
2003-06-16,490,1004,2001,10012,1578313
2003-03-07,490,1005,2001,10012,1494282
2003-10-10,499,1003,1881,10012,1300000
2003-07-21,499,1004,1881,10012,1450000
2003-01-30,499,1304,0,10012,2225000
2003-04-18,500,1406,1900,10012,2851100
2003-07-31,500,1408,1900,10012,5200000
2003-08-13,500,1409,1900,10012,5900000
2003-09-22,503,1001,2000,10012,1500000
2003-12-19,518,1202,0,10012,1200000
2003-04-24,209,1101,0,10013,1133275
2003-12-02,476,1001,1950,10013,1100000
2003-12-02,476,1002,1950,10013,1100000
2003-03-21,490,1002,2001,10012,1545375
2003-06-09,229,1002,0,10013,1125000
2003-08-21,517,1004,1950,10012,345046
2003-10-14,517,1004,1950,10012,250000
2003-10-23,517,1004,1950,10012,275000
2003-09-05,485,1008,1871,10012,1450000
2003-04-14,488,1106,1920,10012,2201966
2003-04-08,488,1107,1920,10012,2240150
2003-04-29,488,1108,1920,10012,2291063
