SALE DATE,BLOCK,LOT,YEAR BUILT,ZIP CODE,SALE PRICE
2007-07-02,873,19,1962,10003,2300000
2007-07-11,873,19,1962,10003,2250000
2007-08-08,873,19,1962,10003,975000
2007-08-14,873,19,1962,10003,890000
2007-08-26,873,19,1962,10003,455000
2007-09-20,873,19,1962,10003,426500
2007-10-12,873,19,1962,10003,400000
2007-10-29,873,19,1962,10003,998000
2007-06-18,873,59,1950,10003,1925000
2007-06-06,874,54,1910,10003,498000
2007-01-03,874,69,1913,10003,2150000
2007-01-19,874,69,1913,10003,2100000
2007-11-30,874,69,1913,10003,2095000
2007-01-03,875,8,1920,10003,565000
2007-08-30,875,8,1920,10003,995000
2007-09-18,875,8,1920,10003,675000
2007-02-26,875,19,1930,10003,562000
2007-04-02,875,19,1930,10003,1575000
2007-04-23,875,19,1930,10003,449000
2007-06-12,875,19,1930,10003,2100000
2007-06-29,875,19,1930,10003,522500
2007-07-25,875,19,1930,10003,618600
2007-07-25,875,19,1930,10003,325000
2007-03-13,875,25,1950,10003,359000
2007-05-15,875,25,1950,10003,691500
2007-06-11,875,25,1950,10003,475000
2007-08-07,875,25,1950,10003,685000
2007-02-07,875,47,1956,10003,685000
2007-02-16,875,47,1956,10003,470000
2007-06-06,875,47,1956,10003,855000
2007-07-09,875,47,1956,10003,1770000
2007-06-13,875,47,1956,10003,527500
2007-09-28,875,47,1956,10003,1605000
2007-10-22,875,47,1956,10003,493000
2007-12-18,875,47,1956,10003,675000
2007-02-02,875,55,1903,10003,330000
2007-08-21,875,55,1903,10003,460000
2007-11-16,875,55,1903,10003,500000
2007-08-01,875,56,1935,10003,7700000
2007-07-12,875,56,1935,10003,1200000
2007-03-13,876,10,1918,10003,1250000
2007-04-06,876,10,1918,10003,534000
2007-01-17,876,18,1909,10003,1500000
2007-06-25,876,26,1930,10010,300000
2007-03-01,877,9,1928,10010,835000
2007-03-22,877,9,1928,10010,1925000
2007-07-05,877,9,1928,10010,2495000
2007-10-05,877,9,1928,10010,865000
2007-06-12,877,9,1928,10010,836500
2007-04-24,877,22,1910,10010,2795000
2007-06-12,877,25,1930,10010,1100000
2007-05-24,877,26,1927,10010,800000
2007-04-11,877,26,1927,10010,802691
2007-05-01,877,30,1930,10010,1500000
2007-07-30,877,30,1930,10010,1059000
2007-09-25,877,30,1930,10010,2025000
2007-08-14,877,42,1956,10010,1500000
2007-10-04,877,42,1956,10010,1510000
2007-09-27,877,42,1956,10010,1750000
2007-09-25,877,42,1956,10010,1885000
2007-03-29,877,67,1951,10010,596000
2007-06-11,877,67,1951,10010,1058271
2007-08-14,877,67,1951,10010,600000
2007-08-14,877,67,1951,10010,1195000
2007-11-15,877,67,1951,10010,1210000
2007-01-04,877,74,1931,10010,295000
2007-01-09,877,74,1931,10010,1275000
2007-04-05,877,74,1931,10010,125000
2007-05-09,877,74,1931,10010,350000
2007-05-18,877,74,1931,10010,670000
2007-08-13,877,74,1931,10010,1225000
2007-10-01,877,74,1931,10010,339000
2007-07-18,877,74,1931,10010,420000
2007-10-19,877,74,1931,10010,565000
2007-12-06,877,74,1931,10010,436020
2007-12-21,877,74,1931,10010,199758
2007-03-29,877,84,1928,10010,525000
2007-06-20,877,84,1928,10010,562500
2007-06-20,877,84,1928,10010,400000
2007-07-11,877,84,1928,10010,640000
2007-07-26,877,84,1928,10010,520000
2007-07-30,877,84,1928,10010,705000
2007-09-20,877,84,1928,10010,1191000
2007-11-12,877,84,1928,10010,651000
2007-01-16,880,19,1987,10010,660000
2007-02-12,880,19,1987,10010,849000
2007-02-20,880,19,1987,10010,480000
2007-04-20,880,19,1987,10010,815000
2007-04-18,880,19,1987,10010,960000
2007-04-10,880,19,1987,10010,800000
2007-05-08,880,19,1987,10010,1250000
2007-06-12,880,19,1987,10010,466000
2007-06-28,880,19,1987,10010,960000
2007-07-20,880,19,1987,10010,830000
2007-10-12,880,19,1987,10010,1200000
2007-01-18,880,42,1964,10010,375000
2007-02-12,880,42,1964,10010,620000
2007-02-23,880,42,1964,10010,825000
2007-03-07,880,42,1964,10010,340000
2007-03-06,880,42,1964,10010,559500
2007-03-16,880,42,1964,10010,450000
2007-04-13,880,42,1964,10010,585000
2007-04-10,880,42,1964,10010,419000
2007-04-16,880,42,1964,10010,350000
2007-05-01,880,42,1964,10010,499000
2007-05-24,880,42,1964,10010,550000
2007-06-27,880,42,1964,10010,699000
2007-08-14,880,42,1964,10010,435000
2007-08-30,880,42,1964,10010,370000
2007-09-20,880,42,1964,10010,610000
2007-10-24,880,42,1964,10010,407000
2007-11-01,880,42,1964,10010,601000
2007-09-27,880,42,1964,10010,669000
2007-12-17,880,42,1964,10010,430000
2007-06-14,881,47,1925,10010,510000
2007-08-13,881,47,1925,10010,715000
2007-08-13,881,47,1925,10010,370000
2007-08-28,881,47,1925,10010,550000
2007-10-29,881,47,1925,10010,530000
2007-11-20,881,47,1925,10010,685000
2007-04-26,882,50,1963,10016,481000
2007-06-27,882,50,1963,10016,437500
2007-08-09,882,52,1960,10016,325000
2007-01-09,883,58,1931,10016,737500
2007-03-06,883,58,1931,10016,676500
2007-05-01,883,58,1931,10016,307000
2007-05-07,883,58,1931,10016,705000
2007-06-27,883,58,1931,10016,727500
2007-07-03,883,58,1931,10016,90000
2007-07-03,883,58,1931,10016,835000
2007-11-19,883,58,1931,10016,429000
2007-07-25,896,32,1961,10003,577000
2007-08-30,896,32,1961,10003,345000
2007-09-18,896,32,1961,10003,487000
2007-05-04,896,32,1961,10003,415000
2007-10-17,896,32,1961,10003,415000
2007-12-12,896,32,1961,10003,574000
2007-01-08,896,39,1963,10003,420000
2007-01-08,896,39,1963,10003,650000
2007-04-26,896,39,1963,10003,472500
2007-05-09,896,39,1963,10003,400000
2007-04-19,896,39,1963,10003,460000
2007-05-23,896,39,1963,10003,513300
2007-07-31,896,39,1963,10003,770000
2007-08-30,896,39,1963,10003,415000
2007-02-16,897,1,1960,10003,300000
2007-06-14,897,1,1960,10003,649000
2007-06-22,897,1,1960,10003,589000
2007-07-11,897,1,1960,10003,595000
2007-12-11,897,1,1960,10003,390000
2007-12-28,897,1,1960,10003,540000
2007-01-31,897,35,1930,10003,632500
2007-02-01,897,35,1930,10003,1112500
2007-03-22,897,35,1930,10003,625000
2007-04-12,897,35,1930,10003,681500
2007-05-08,897,35,1930,10003,625000
2007-05-16,897,35,1930,10003,745000
2007-05-22,897,35,1930,10003,689000
2007-06-27,897,35,1930,10003,499000
2007-07-20,897,35,1930,10003,804417
2007-08-14,897,35,1930,10003,784052
2007-08-22,897,35,1930,10003,513000
2007-10-10,897,35,1930,10003,499000
2007-10-19,897,35,1930,10003,470000
2007-10-29,897,35,1930,10003,497000
2007-10-10,897,35,1930,10003,1198000
2007-10-29,897,35,1930,10003,855330
2007-11-28,897,35,1930,10003,35000
2007-03-05,897,35,1930,10003,495000
2007-01-11,898,1,1973,10003,640000
2007-01-16,898,1,1973,10003,595000
2007-01-18,898,1,1973,10003,945000
2007-02-12,898,1,1973,10003,565000
2007-04-20,898,1,1973,10003,1425000
2007-04-12,898,1,1973,10003,900000
2007-05-14,898,1,1973,10003,990000
2007-05-18,898,1,1973,10003,615100
2007-05-10,898,1,1973,10003,625000
2007-07-02,898,1,1973,10003,670000
2007-07-30,898,1,1973,10003,665000
2007-08-14,898,1,1973,10003,665000
2007-07-11,898,1,1973,10003,1009000
2007-10-23,898,1,1973,10003,1074000
2007-11-30,898,1,1973,10003,670000
2007-10-11,898,1,1973,10003,700000
2007-07-17,898,21,1920,10003,1455000
2007-08-29,898,21,1920,10003,710000
2007-12-11,898,39,1945,10003,1600000
2007-04-10,899,1,1964,10003,465000
2007-04-13,899,1,1964,10003,20589674
2007-04-13,899,1,1964,10003,1586391
2007-05-07,899,1,1964,10003,755000
2007-02-22,899,1,1964,10003,485000
2007-07-10,899,1,1964,10003,527500
2007-08-02,899,1,1964,10003,670000
2007-08-14,899,1,1964,10003,1934675
2007-08-23,899,1,1964,10003,1527375
2007-09-12,899,1,1964,10003,1700000
2007-09-07,899,1,1964,10003,1900000
2007-09-21,899,1,1964,10003,825000
2007-10-02,899,1,1964,10003,840056
2007-08-29,899,1,1964,10003,730000
2007-10-26,899,1,1964,10003,559019
2007-10-25,899,1,1964,10003,1451006
2007-10-22,899,1,1964,10003,549855
2007-11-01,899,1,1964,10003,549000
2007-11-01,899,1,1964,10003,717866
2007-10-24,899,1,1964,10003,538654
2007-11-13,899,1,1964,10003,580402
2007-11-15,899,1,1964,10003,529790
2007-11-20,899,1,1964,10003,636406
2007-11-13,899,1,1964,10003,1400000
2007-11-14,899,1,1964,10003,242500
2007-12-03,899,1,1964,10003,573051
2007-12-11,899,1,1964,10003,589000
2007-12-18,899,1,1964,10003,634739
2007-12-20,899,1,1964,10003,669000
2007-12-20,899,1,1964,10003,925589
2007-02-07,899,1,1964,10003,415000
2007-01-05,899,8,1958,10003,305000
2007-02-06,899,8,1958,10003,540000
2007-02-27,899,8,1958,10003,1125000
2007-02-28,899,8,1958,10003,559000
2007-05-16,899,8,1958,10003,515000
2007-05-29,899,8,1958,10003,901000
2007-06-27,899,8,1958,10003,875000
2007-07-18,899,8,1958,10003,540000
2007-10-25,899,8,1958,10003,535000
2007-11-09,899,8,1958,10003,558000
2007-05-02,899,32,1929,10003,740705
2007-04-16,899,32,1929,10003,1176000
2007-06-25,899,32,1929,10003,765000
2007-06-28,899,32,1929,10003,720000
2007-09-11,899,32,1929,10003,775000
2007-09-27,899,32,1929,10003,385000
2007-09-25,899,32,1929,10003,779000
2007-10-18,899,32,1929,10003,845750
2007-06-21,901,52,1910,10010,360000
2007-05-08,901,52,1910,10010,295000
2007-04-09,902,1,1962,10010,780000
2007-03-28,902,1,1962,10010,200000
2007-03-09,902,1,1962,10010,570000
2007-03-29,902,1,1962,10010,1025000
2007-04-16,902,1,1962,10010,1240000
2007-04-27,902,1,1962,10010,761500
2007-04-17,902,1,1962,10010,670000
2007-05-23,902,1,1962,10010,495000
2007-05-16,902,1,1962,10010,590000
2007-06-07,902,1,1962,10010,630000
2007-07-18,902,1,1962,10010,535000
2007-08-13,902,1,1962,10010,485000
2007-10-17,902,1,1962,10010,510000
2007-10-03,902,1,1962,10010,660000
2007-11-01,902,1,1962,10010,2021000
2007-12-17,902,1,1962,10010,750000
2007-02-28,902,9,1930,10010,740000
2007-05-24,902,9,1930,10010,355000
2007-05-16,902,9,1930,10010,420000
2007-07-05,902,9,1930,10010,439000
2007-07-11,902,9,1930,10010,775000
2007-08-02,902,9,1930,10010,499000
2007-08-10,904,39,1900,10010,725000
2007-02-08,904,50,1972,10010,505000
2007-03-30,904,50,1972,10010,467500
2007-05-02,904,50,1972,10010,486720
2007-04-27,904,50,1972,10010,440000
2007-06-05,904,50,1972,10010,1185000
2007-05-29,904,50,1972,10010,620000
2007-07-10,904,50,1972,10010,525000
2007-08-10,904,50,1972,10010,575000
2007-08-14,904,50,1972,10010,490000
2007-10-04,904,50,1972,10010,437500
2007-10-16,904,50,1972,10010,459000
2007-11-30,904,50,1972,10010,435000
2007-11-19,904,50,1972,10010,680000
2007-12-20,904,50,1972,10010,470000
2007-02-21,905,6,1976,10010,550000
2007-05-03,905,6,1976,10010,590000
2007-05-31,905,6,1976,10010,323000
2007-05-23,905,6,1976,10010,755000
2007-06-20,905,6,1976,10010,330000
2007-06-14,905,6,1976,10010,410000
2007-08-27,905,6,1976,10010,355000
2007-09-12,905,6,1976,10010,390000
2007-06-28,905,6,1976,10010,700000
2007-11-07,905,6,1976,10010,590000
2007-11-14,905,6,1976,10010,524700
2007-12-11,905,6,1976,10010,800000
2007-06-06,905,26,1963,10010,445000
2007-01-18,905,26,1963,10010,395000
2007-02-21,905,26,1963,10010,400000
2007-02-27,905,26,1963,10010,509000
2007-03-30,905,26,1963,10010,382000
2007-06-06,905,26,1963,10010,445000
2007-07-23,905,26,1963,10010,415000
2007-09-06,905,26,1963,10010,390000
2007-12-06,905,26,1963,10010,430000
2007-05-09,906,1,1965,10010,586450
2007-05-14,906,1,1965,10010,530000
2007-05-07,906,1,1965,10010,1115000
2007-06-01,906,1,1965,10010,678000
2007-06-15,906,1,1965,10010,335000
2007-10-29,906,1,1965,10010,415000
2007-12-17,906,1,1965,10010,549000
2007-02-12,906,24,1964,10010,560000
2007-05-07,906,24,1964,10010,449000
2007-05-09,906,24,1964,10010,400000
2007-06-20,906,24,1964,10010,480000
2007-07-12,906,24,1964,10010,429000
2007-08-01,906,24,1964,10010,399000
2007-07-30,906,24,1964,10010,496000
2007-08-24,906,24,1964,10010,720000
2007-09-24,906,24,1964,10010,250000
2007-11-29,906,24,1964,10010,610000
2007-03-20,906,24,1964,10010,582000
2007-01-03,907,56,1965,10016,550000
2007-01-22,907,56,1965,10016,1236520
2007-01-10,907,56,1965,10016,425000
2007-03-27,907,56,1965,10016,700000
2007-04-09,907,56,1965,10016,420000
2007-03-21,907,56,1965,10016,545000
2007-04-04,907,56,1965,10016,420000
2007-04-04,907,56,1965,10016,428000
2007-04-13,907,56,1965,10016,621132
2007-04-26,907,56,1965,10016,451230
2007-05-09,907,56,1965,10016,432000
2007-05-18,907,56,1965,10016,1171430
2007-06-11,907,56,1965,10016,620000
2007-07-24,907,56,1965,10016,420000
2007-07-31,907,56,1965,10016,616000
2007-08-10,907,56,1965,10016,457500
2007-09-04,907,56,1965,10016,650000
2007-11-06,907,56,1965,10016,625000
2007-12-17,907,56,1965,10016,425000
2007-02-09,908,37,1920,10016,235000
2007-01-22,908,37,1920,10016,405000
2007-02-09,908,37,1920,10016,235000
2007-07-19,908,37,1920,10016,235000
2007-02-02,908,47,1940,10016,299000
2007-06-04,908,47,1940,10016,1215000
2007-08-17,908,47,1940,10016,601000
2007-10-10,908,47,1940,10016,280000
2007-12-05,896,1104,1920,10003,966625
2007-11-13,896,1108,1920,10003,559019
2007-12-10,896,1109,1920,10003,1756481
2007-12-05,896,1110,1920,10003,532245
2007-12-05,896,1115,1920,10003,402209
2007-05-07,870,1007,1987,10003,3000000
2007-08-16,870,1018,1987,10003,790000
2007-02-21,870,1022,1987,10003,950000
2007-02-05,870,1051,1987,10003,770000
2007-05-10,870,1185,1987,10003,975000
2007-06-28,870,1193,1987,10003,970000
2007-07-19,870,1196,1987,10003,900000
2007-12-06,870,1242,1987,10003,945000
2007-02-01,870,1251,1987,10003,800000
2007-04-03,870,1258,1987,10003,932500
2007-12-06,870,1281,1987,10003,2300000
2007-07-09,870,1287,1987,10003,1860500
2007-12-11,870,1296,1987,10003,680000
2007-11-20,870,1298,1987,10003,710000
2007-04-24,870,1338,1987,10003,1685000
2007-08-02,870,1384,1987,10003,835000
2007-07-05,870,1393,1987,10003,895000
2007-02-09,870,1396,1987,10003,885000
2007-03-09,870,1408,1987,10003,810000
2007-08-14,870,1491,1987,10003,605000
2007-04-12,870,1545,1987,10003,837500
2007-09-04,870,1550,1987,10003,910000
2007-07-03,870,1565,1987,10003,849000
2007-08-23,870,1620,1987,10003,719000
2007-10-11,870,1626,1987,10003,589000
2007-07-17,870,1627,1987,10003,599000
2007-08-01,870,1650,1987,10003,815000
2007-06-05,876,1124,1956,10003,400000
2007-08-30,879,1003,2004,10010,565000
2007-05-18,879,1006,2004,10010,745000
2007-09-07,879,1022,2004,10010,800000
2007-06-28,879,1027,2004,10010,525000
2007-09-27,879,1031,2004,10010,640000
2007-01-23,879,1035,2004,10010,498800
2007-08-06,879,1058,2004,10010,1333907
2007-05-14,879,1061,2004,10010,1221900
2007-08-15,879,1075,2004,10010,1705568
2007-06-12,879,1078,2004,10010,1405185
2007-08-02,879,1079,2004,10010,1731025
2007-03-26,879,1080,2004,10010,1299000
2007-03-21,879,1094,2004,10010,3100571
2007-01-11,880,1008,1920,10010,4100000
2007-01-22,898,1036,0,10003,758596
2007-01-18,898,1071,0,10003,1232082
2007-05-17,898,1077,0,10003,1629200
2007-02-09,898,1082,0,10003,1255502
2007-01-16,898,1105,0,10003,1300305
2007-09-19,898,1109,0,10003,1750000
2007-07-24,898,1118,0,10003,942899
2007-09-06,898,1121,0,10003,967337
2007-03-29,898,1130,0,10003,946972
2007-07-26,898,1135,0,10003,1109892
2007-06-20,898,1138,0,10003,1496827
2007-03-28,898,1147,0,10003,1170987
2007-06-01,898,1150,0,10003,932462
2007-05-21,898,1202,1948,10003,2014098
2007-12-17,898,1203,1948,10003,1600000
2007-10-29,898,1204,1948,10003,2891830
2007-09-05,898,1206,1948,10003,3003837
2007-05-18,898,1207,1948,10003,2662723
2007-05-18,898,1208,1948,10003,2849063
2007-06-01,898,1209,1948,10003,1547740
2007-08-16,898,1210,1948,10003,2240150
2007-06-15,898,1211,1948,10003,3920262
2007-06-18,898,1212,1948,10003,2112868
2007-06-28,898,1213,1948,10003,2464165
2007-10-26,903,1022,1920,10010,400000
2007-05-22,903,1033,1920,10010,875000
2007-06-05,903,1065,1920,10010,1605000
2007-05-29,880,1107,1907,10010,4560000
2007-09-06,903,1205,1900,10010,775000
2007-05-04,905,1102,0,10010,2693271
2007-05-02,905,1103,0,10010,2820552
2007-05-03,905,1104,0,10010,2851100
2007-05-25,905,1105,0,10010,3716612
2007-07-23,881,1016,0,10010,480000
2007-09-26,881,1016,0,10010,399000
2007-01-23,903,1127,1931,10010,611190
2007-02-06,903,1127,1931,10010,3345000
2007-01-19,903,1127,1931,10010,420000
2007-03-15,903,1127,1931,10010,711000
2007-03-13,903,1127,1931,10010,390000
2007-03-30,903,1127,1931,10010,800000
2007-06-29,903,1127,1931,10010,725000
2007-08-16,903,1127,1931,10010,930000
2007-08-15,903,1127,1931,10010,429000
2007-08-28,903,1127,1931,10010,1200000
2007-10-29,903,1127,1931,10010,690000
2007-12-05,903,1127,1931,10010,750000
2007-11-07,903,1127,1931,10010,590000
2007-12-18,903,1127,1931,10010,422000
2007-10-01,903,1127,1931,10010,749000
2007-11-13,903,1127,1931,10010,750000
2007-02-28,874,1101,0,10003,2000000
2007-01-30,881,1007,0,10010,350000
2007-08-17,574,18,1899,10011,7000000
2007-09-21,576,52,1910,10011,12850000
2007-05-30,531,32,1910,10003,4500000
2007-03-26,539,42,1910,10012,8100000
2007-06-25,572,53,1920,10011,4050000
2007-03-28,573,67,1900,10011,4600000
2007-02-05,574,32,1920,10011,6730000
2007-09-11,521,75,1920,10012,22100000
2007-08-15,529,6,1900,10012,12600000
2007-11-30,558,44,1900,10003,6770710
2007-12-19,561,5,0,10003,110000000
2007-12-18,577,47,0,10011,2428526
2007-12-18,577,47,0,10011,1985587
2007-02-20,521,30,1900,10012,345000
2007-02-01,537,1,1909,10012,160000
2007-06-07,537,1,1909,10012,350000
2007-10-05,556,52,1900,10003,655000
2007-06-27,567,31,1900,10003,965000
2007-12-13,573,54,1870,10011,415000
2007-04-04,573,69,1970,10011,1500000
2007-01-17,574,11,1900,10011,531000
2007-08-14,575,32,1900,10011,680000
2007-04-20,575,56,1900,10011,1150000
2007-03-02,575,72,1846,10011,654000
2007-07-12,521,71,1900,10012,2000000
2007-07-10,521,71,1900,10012,1425000
2007-05-30,522,4,1900,10012,1750000
2007-02-01,522,38,1900,10012,1850000
2007-01-12,523,32,1940,10012,1900000
2007-05-24,523,32,1940,10012,2900000
2007-06-25,523,32,1940,10012,1900000
2007-05-02,523,38,1961,10011,562500
2007-05-02,523,38,1961,10011,470000
2007-06-28,523,38,1961,10011,720000
2007-05-29,523,38,1961,10011,650000
2007-07-19,523,38,1961,10011,566500
2007-07-27,523,38,1961,10011,925000
2007-10-01,523,38,1961,10011,325000
2007-10-15,523,38,1961,10011,575000
2007-06-20,523,38,1961,10011,1325000
2007-03-26,525,40,1920,10012,680000
2007-07-02,525,40,1920,10012,402825
2007-11-05,525,40,1920,10012,437000
2007-10-31,525,40,1920,10012,418343
2007-04-16,529,1,1900,10012,3000000
2007-04-16,529,5,1908,10012,1750000
2007-10-29,529,5,1908,10012,1230000
2007-12-14,529,5,1908,10012,2200000
2007-06-06,529,55,1910,10012,1850000
2007-04-11,529,55,1910,10012,30481
2007-05-24,529,55,1910,10012,2075000
2007-06-06,529,55,1910,10012,1850000
2007-06-27,530,7,1903,10012,2995000
2007-07-30,530,9,1900,10012,1350000
2007-04-30,530,26,1920,10012,2500000
2007-08-27,530,26,1920,10012,749000
2007-08-27,530,26,1920,10012,1521000
2007-11-29,530,28,1920,10012,2500000
2007-01-11,531,1,1905,10012,2450000
2007-04-11,531,1,1905,10012,2425000
2007-04-30,531,1,1905,10012,3100000
2007-03-29,531,27,1902,10003,1795000
2007-12-04,531,27,1902,10003,1995000
2007-01-10,531,45,1920,10012,2400000
2007-06-06,531,51,1900,10012,985000
2007-02-28,532,20,1930,10012,638000
2007-03-02,532,20,1930,10012,835000
2007-03-27,532,20,1930,10012,779000
2007-03-29,532,20,1930,10012,780000
2007-04-26,532,20,1930,10012,612000
2007-04-11,532,20,1930,10012,1650000
2007-05-07,532,20,1930,10012,680000
2007-05-23,532,20,1930,10012,640000
2007-07-19,532,20,1930,10012,770000
2007-07-11,532,20,1930,10012,535000
2007-06-04,532,20,1930,10012,822500
2007-07-17,532,20,1930,10012,550000
2007-08-22,532,20,1930,10012,835000
2007-09-13,532,20,1930,10012,460000
2007-09-18,532,20,1930,10012,467500
2007-10-02,532,20,1930,10012,325000
2007-10-05,532,20,1930,10012,825000
2007-10-24,532,20,1930,10012,475000
2007-11-19,532,20,1930,10012,706000
2007-06-28,532,20,1930,10012,750000
2007-11-30,532,20,1930,10012,523000
2007-12-04,532,20,1930,10012,865000
2007-01-03,539,31,1930,10012,380000
2007-02-15,539,31,1930,10012,395000
2007-04-05,539,31,1930,10012,552500
2007-05-03,539,31,1930,10012,545000
2007-06-04,539,31,1930,10012,399000
2007-08-02,539,31,1930,10012,485000
2007-09-19,539,31,1930,10012,378733
2007-09-19,539,31,1930,10012,387836
2007-09-06,539,31,1930,10012,575000
2007-09-19,539,31,1930,10012,409085
2007-10-09,539,31,1930,10012,415000
2007-08-13,539,31,1930,10012,524700
2007-01-08,542,11,1940,10012,430000
2007-03-14,542,11,1940,10012,440000
2007-06-20,542,11,1940,10012,1375000
2007-02-20,542,25,1941,10014,535000
2007-07-05,542,25,1941,10014,635000
2007-09-24,542,25,1941,10014,690000
2007-06-05,544,20,1900,10003,3000003
2007-07-16,544,73,1900,10003,1675000
2007-07-12,544,73,1900,10003,1600000
2007-05-30,545,11,1908,10003,1325000
2007-10-12,545,11,1908,10003,1250000
2007-09-28,545,13,1900,10003,1650000
2007-01-08,548,24,1900,10003,1200000
2007-05-07,548,24,1900,10003,745000
2007-05-09,548,28,1952,10003,315000
2007-05-22,548,28,1952,10003,280000
2007-08-07,548,28,1952,10003,489000
2007-07-24,548,28,1952,10003,690000
2007-10-10,548,28,1952,10003,340000
2007-10-31,548,28,1952,10003,800000
2007-11-15,548,28,1952,10003,323000
2007-11-08,548,28,1952,10003,388028
2007-11-15,548,28,1952,10003,530250
2007-02-05,548,45,1930,10003,515000
2007-04-26,548,45,1930,10003,599000
2007-03-01,550,22,1927,10003,3125000
2007-04-03,550,22,1927,10003,1600000
2007-04-03,550,22,1927,10003,725000
2007-02-22,550,22,1927,10003,4150000
2007-04-23,550,22,1927,10003,785000
2007-04-23,550,22,1927,10003,960000
2007-05-24,550,22,1927,10003,1300000
2007-08-09,550,22,1927,10003,1500000
2007-08-17,550,22,1927,10003,855000
2007-08-29,550,22,1927,10003,1285000
2007-06-14,550,22,1927,10003,750000
2007-12-05,550,22,1927,10003,730000
2007-01-10,551,1,1952,10011,4625000
2007-02-21,551,1,1952,10011,1050640
2007-02-15,551,1,1952,10011,511290
2007-04-04,551,1,1952,10011,1079670
2007-04-12,551,1,1952,10011,2115740
2007-04-13,551,1,1952,10011,960000
2007-07-10,551,1,1952,10011,935000
2007-07-30,551,1,1952,10011,1310000
2007-08-20,551,1,1952,10011,925000
2007-09-06,551,1,1952,10011,1452700
2007-10-25,551,1,1952,10011,1155000
2007-10-31,551,1,1952,10011,999000
2007-11-28,551,1,1952,10011,550000
2007-12-27,551,1,1952,10011,533750
2007-11-13,551,1,1952,10011,2950000
2007-02-07,555,1,1960,10003,800000
2007-02-20,555,1,1960,10003,1395000
2007-02-16,555,1,1960,10003,1265000
2007-03-28,555,1,1960,10003,1635000
2007-04-19,555,1,1960,10003,2500000
2007-06-06,555,1,1960,10003,899000
2007-06-28,555,1,1960,10003,1180000
2007-07-02,555,1,1960,10003,1485000
2007-07-05,555,1,1960,10003,930000
2007-07-26,555,1,1960,10003,4154550
2007-08-16,555,1,1960,10003,1305000
2007-09-05,555,1,1960,10003,2300000
2007-09-10,555,1,1960,10003,1350000
2007-09-27,555,1,1960,10003,912500
2007-10-10,555,1,1960,10003,1470000
2007-10-23,555,1,1960,10003,1350000
2007-11-01,555,1,1960,10003,985000
2007-11-15,555,1,1960,10003,830000
2007-01-25,555,28,1965,10003,615000
2007-02-15,555,28,1965,10003,374000
2007-02-13,555,28,1965,10003,345000
2007-02-21,555,28,1965,10003,805000
2007-02-16,555,28,1965,10003,527000
2007-06-14,555,28,1965,10003,950000
2007-07-18,555,28,1965,10003,700000
2007-07-05,555,28,1965,10003,375000
2007-08-10,555,28,1965,10003,1185000
2007-08-07,555,28,1965,10003,505000
2007-08-29,555,28,1965,10003,859000
2007-09-05,555,28,1965,10003,1397420
2007-09-10,555,28,1965,10003,950000
2007-12-04,555,28,1965,10003,720000
2007-12-19,555,28,1965,10003,1670000
2007-01-03,556,44,1921,10003,645000
2007-02-14,556,44,1921,10003,420000
2007-03-13,556,44,1921,10003,479000
2007-05-17,556,44,1921,10003,645000
2007-06-25,556,44,1921,10003,175000
2007-06-18,556,44,1921,10003,545000
2007-09-18,556,44,1921,10003,716000
2007-08-27,556,44,1921,10003,670000
2007-09-28,556,44,1921,10003,815000
2007-10-22,556,44,1921,10003,739000
2007-12-17,556,44,1921,10003,480000
2007-09-07,561,1,1923,10003,2382500
2007-09-07,561,1,1923,10003,1237500
2007-04-27,561,12,1903,10003,1890000
2007-06-28,561,14,1929,10003,1540000
2007-08-16,561,14,1929,10003,1275000
2007-08-29,561,14,1929,10003,1295000
2007-11-14,561,14,1929,10003,1175000
2007-11-29,561,14,1929,10003,1100000
2007-02-13,561,37,1964,10003,1300000
2007-03-21,561,37,1964,10003,465000
2007-08-01,561,37,1964,10003,735000
2007-10-05,561,37,1964,10003,1927300
2007-10-17,561,37,1964,10003,690000
2007-10-29,561,37,1964,10003,850000
2007-11-28,561,37,1964,10003,700000
2007-04-05,561,45,1925,10003,2415000
2007-07-18,561,45,1925,10003,1300000
2007-03-13,562,1,1923,10003,890000
2007-03-19,562,1,1923,10003,180000
2007-03-20,562,1,1923,10003,670000
2007-08-09,562,1,1923,10003,575000
2007-07-26,562,1,1923,10003,965000
2007-08-21,562,1,1923,10003,625000
2007-09-05,562,1,1923,10003,795000
2007-10-09,562,1,1923,10003,3110000
2007-10-03,562,1,1923,10003,757000
2007-09-27,562,1,1923,10003,790000
2007-11-01,562,1,1923,10003,640000
2007-11-26,562,1,1923,10003,829000
2007-01-18,562,1,1923,10003,479000
2007-01-30,562,36,1900,10003,610000
2007-02-15,562,40,1900,10003,670000
2007-04-30,562,40,1900,10003,410000
2007-06-14,562,40,1900,10003,407300
2007-03-28,562,40,1900,10003,468000
2007-10-03,562,40,1900,10003,428000
2007-02-05,563,37,1930,10003,555000
2007-02-13,563,37,1930,10003,559000
2007-03-21,563,37,1930,10003,445000
2007-04-02,563,37,1930,10003,727000
2007-04-09,563,37,1930,10003,489000
2007-04-19,563,37,1930,10003,570000
2007-05-30,563,37,1930,10003,869000
2007-06-27,563,37,1930,10003,430000
2007-07-05,563,37,1930,10003,755000
2007-09-07,563,37,1930,10003,965000
2007-10-23,563,37,1930,10003,901000
